# RECORDING
5965,530996,-0.9628,0.1586,0.3109,10.64,-16.45,10.57,12.32,69.35,273.15,130.04,-45.64,739.20
5966,531029,-0.9550,0.1371,0.3118,-35.77,-12.46,15.54,13.11,68.95,275.14,129.32,-40.21,736.47
5967,531062,-0.9662,0.0571,0.3167,-51.03,-12.53,15.40,12.20,68.72,276.01,126.06,-32.60,733.83
5968,531095,-1.4079,-0.2172,-0.1962,-44.17,-6.65,10.08,11.26,68.74,276.59,122.80,-22.10,733.83
5969,531128,-1.4845,-0.2552,-0.2030,-35.42,8.61,0.98,10.07,69.32,276.60,121.71,-17.39,734.52
5970,531161,-0.9643,-0.2772,-0.2655,11.90,21.70,-9.59,9.62,70.39,275.74,121.71,-15.58,735.69
5971,531194,-1.0141,-0.2284,-0.3226,38.08,38.50,-18.62,9.47,72.05,274.29,121.35,-13.76,736.08
5972,531227,-0.9575,-0.1732,-0.3133,2.52,57.33,-23.03,7.79,74.34,272.46,120.99,-13.40,735.69
5973,531260,-0.9618,-0.1205,-0.2162,-52.08,72.59,-22.61,3.84,77.10,270.17,120.99,-12.68,736.08
5974,531293,-1.0199,-0.1074,-0.1225,-87.43,81.62,-19.81,-2.61,80.07,266.55,121.71,-13.04,735.39
5975,531326,-1.0141,-0.1166,-0.0498,-98.70,84.63,-16.73,-13.24,83.01,259.12,122.07,-13.40,734.61
5976,531359,-1.0155,-0.1327,0.0015,-82.53,84.21,-15.05,-34.54,85.50,240.47,123.88,-15.58,733.74
5977,531392,-1.0165,-0.1508,0.0400,-60.06,80.78,-15.33,-76.37,86.40,200.56,124.25,-15.94,734.22
5978,531425,-1.0199,-0.1352,0.0434,-23.73,76.02,-17.92,-109.83,85.31,167.80,124.97,-17.39,734.13
5979,531458,-1.0560,-0.1010,0.0376,10.92,72.31,-20.44,-125.46,83.64,151.72,125.33,-18.84,733.74
5980,531491,-1.0541,-0.0303,0.0420,22.96,67.76,-21.42,-134.00,81.92,142.34,125.70,-20.29,733.35
5981,531524,-1.1190,0.0063,0.0249,4.62,64.47,-19.11,-140.11,80.22,135.99,125.70,-21.01,733.74
5982,531557,-1.0707,-0.0102,0.0410,-0.56,62.30,-15.61,-144.49,78.54,131.55,126.06,-22.10,732.87
5983,531590,-1.0985,0.0102,0.0888,-3.64,58.80,-12.46,-147.87,76.96,128.20,126.78,-23.18,733.65
5984,531623,-1.0663,0.0015,0.1542,-2.24,53.13,-8.82,-150.41,75.55,125.66,126.78,-23.91,732.96
5985,531656,-1.0624,0.0268,0.2157,7.98,45.01,-5.39,-152.08,74.40,123.65,126.42,-24.99,733.44
5986,531689,-1.0009,0.0205,0.2298,19.67,35.56,-0.49,-153.11,73.58,121.89,126.06,-24.99,733.35
